date,yq_flow,pd_flow,mx_flow,sy_flow,xy_flow,hs_flow,zq_flow,flow
1989-3,10.5,12,10.1,11.9,12.2,11.8,12.1,9.07
1989-4,15.6,16.3,13.4,5.2,18.5,15.3,8.9,8.14
1989-5,37,50.7,26,19.4,69.7,73.6,35.4,8.29
1989-6,72.2,68.5,69.7,75.3,59.2,79.5,85.5,8.78
1989-7,140.8,170.2,188,112.7,119.3,106,114.3,9.33
1989-8,130.4,122.3,135.8,76.6,137.2,115.3,118.4,8.43
1989-9,70.9,69.9,52.6,56,68.4,46.3,65.9,8.02
1989-10,17.9,24.7,16,26.6,20.8,21.9,30.5,7.85
1989-11,17.8,16,22.4,19.9,13.8,12,13.5,7.69
1989-12,7,6.5,6.3,5.3,6.2,6.3,4.7,8.17
1990-1,12.7,13,7.8,8.8,12.3,11.4,13.1,9.01
1990-2,28.9,26,23.4,18.4,27.2,14.5,15,9.21
1990-3,48.1,47.7,64.1,60.6,42,38.8,45.1,9.11
1990-4,65.2,58.1,49.5,47.6,46.3,51.6,45,9.05
1990-5,21.7,34.4,14.8,22.8,33.4,49.3,35.4,8.8
1990-6,87.5,83.2,74.8,42.5,120,80.1,109.7,8.94
1990-7,144.9,188.8,159,122.6,95.9,183.6,138.2,9.36
1990-8,93.8,68.2,98.9,134.9,88.5,116.3,84.6,9.2
1990-9,86.3,90.4,82,103.1,87.1,67.5,63.9,8.93
1990-10,5.2,4.4,5.3,5.9,4.9,9.1,13.4,8.89
1990-11,29.7,26.5,16.9,25.3,15,15.3,7.7,9.14
1990-12,0.2,0.1,0,0.4,0.1,0,0.9,9.2
1991-1,4.6,4.5,6.2,4.3,4.7,4.9,5.2,9.38
1991-2,5.7,2.4,3.5,4.4,1.6,0.6,1.8,9.07
1991-3,53.6,38.8,42.2,41.1,41.3,28.1,22.3,8.19
1991-4,56.1,63.4,60.2,48.6,60.9,38.6,43,7.62
1991-5,70.4,70.8,67.7,58.5,67.5,48.5,44.6,8.23
1991-6,53.2,50.1,59.4,65,58.1,68.6,96.8,8.89
1991-7,49.3,60.3,35.1,38.4,61.2,98.5,89.2,8.28
1991-8,37,20.2,28.5,74.6,42.7,61.8,68.6,8.62
1991-9,54.2,43.1,103.6,46.3,102.6,31.2,60.4,9.09
1991-10,53.2,54.5,46.7,56.8,57.4,58.4,55.7,9.19
1991-11,1,2,1.6,3.2,3.4,2.8,3.1,8.85
1991-12,8,6.4,7,5.9,8,6.2,8.3,7.46
1992-1,0.2,0.1,0.4,0.1,0.4,0.2,0.1,7.12
1992-2,0,0,0,0,0,0,0,6.97
1992-3,17.5,16.8,16.7,15.1,21,17.6,15.6,8.31
1992-4,2.6,3.2,1.7,2.5,0.9,2.8,3.5,8.72
1992-5,74.5,67,74.3,91.8,43.6,41.6,41.6,8.13
1992-6,36.3,27.9,68.6,37.4,48.1,62.6,48.1,8.29
1992-7,36.9,39.5,88.6,69.4,40.6,82.7,129.5,8.88
1992-8,145,280.2,145.2,146.7,70.7,124.7,82.8,8.41
1992-9,42.3,46.9,54,48.2,44.6,35.8,25.4,8.23
1992-10,20.7,16.2,26.7,26.5,11.7,17,30.1,7.66
1992-11,21.3,20,19.7,24.1,14.9,12.5,12.9,7.52
1992-12,0,0,0,0,0,0,0.1,7.26
1993-1,3.8,2.9,6.1,5.7,2.6,1.5,3.4,7.44
1993-2,3.2,2.1,3.5,2,1.5,0.6,1.6,7.52
1993-3,0,0.3,1.7,0.6,0.7,2,1.9,7.19
1993-4,10.9,10.9,11.7,11.4,10.9,12.8,6.6,6.65
1993-5,40.2,30.6,52.6,67.2,25.9,26.2,18.7,6.51
1993-6,38.7,49.5,56.9,35.9,54.8,46.6,51.3,6.86
1993-7,176.3,126.2,159.8,122.1,231,96.2,197.1,6.8
1993-8,69.6,66.7,63.9,120.6,62.6,128.3,128.4,7.08
1993-9,39.2,74,41.6,45.4,40.7,31.8,22.1,7.23
1993-10,14.2,19.7,19.8,21.7,25.9,26.8,49.1,7.13
1993-11,57.7,64.5,53.8,45.6,76,56.2,41.2,7.56
1993-12,0,0,0,0,0,0,0,7.6
1994-1,0.6,0.4,0,0,2.1,3.5,2.6,7.13
1994-2,5.5,3.9,5.8,4.6,5.9,4.1,3.6,7.02
1994-3,1.9,1.1,3.6,2.7,0.8,3.2,5.2,6.64
1994-4,29.6,32.9,22.8,31.1,52.4,56.4,44.4,6.49
1994-5,39.5,29.7,32.2,55.8,28.4,28.5,45.7,6.51
1994-6,123.6,100.3,63,82.4,78,141,101.5,6.78
1994-7,164.7,172,170.8,176.9,170.4,81.6,103.2,6.53
1994-8,38.8,18.3,106.9,42.9,14.5,8.4,1.3,5.81
1994-9,2,5.6,41.7,5.1,6.5,6.2,1.8,5.95
1994-10,34.3,37.6,32.9,42.4,40,55,53.3,6.32
1994-11,29.4,26.4,27.7,33,29.8,39.9,33.8,6.45
1994-12,11.7,13,9.4,9.7,13,8.1,10.1,6.25
1995-1,0,0,0,0,0,0,0,5.83
1995-2,1.4,2.5,0,0.5,2.4,4.8,2.3,5.57
1995-3,5,3.9,4,7.6,3.4,3.5,7.6,4.69
1995-4,9,7,9.9,16.4,15.1,26.9,31.9,5.53
1995-5,17.5,13.2,28.9,25.8,3,5.6,7.5,5.14
1995-6,137.8,130.9,113.6,73,156,144.9,89.3,5.25
1995-7,118.7,128,122.9,143.7,112,134.6,102,5.36
1995-8,244.2,232,335.1,269.7,136.5,134.7,157.4,5.27
1995-9,153.6,123.5,167.7,114.3,97.2,100,106.5,5.36
1995-10,7.8,11,15.5,23.4,16.5,15.6,33.7,5.79
1995-11,0.6,0.5,0,0.1,3.4,1.8,4.1,7.02
1995-12,0,0,0,0,0,0,0.1,7.93
1996-1,2.1,3.1,3.2,2.4,2.7,2.3,2.7,8.14
1996-2,0.1,0.2,0.1,0.1,1.4,3.5,4.2,8.16
1996-3,8.5,7.4,7.3,8.7,4.9,7.6,5.4,8.25
1996-4,68.1,58.7,54.9,36,52.1,39.3,26.6,7.67
1996-5,50.1,28.9,20.5,19.1,35.3,48.9,11.9,6.81
1996-6,84,81.8,133.9,57.9,40.9,66.4,57.9,6.67
1996-7,117.6,163.7,136.2,109.7,333.7,159.7,164.1,6.62
1996-8,271.7,288.6,225.4,181.8,318.8,262.7,189.6,6.84
1996-9,44,65,46.1,30.8,41.7,36.3,34.1,7.25
1996-10,17,16.8,33.5,28.3,20,32.5,31.6,7.59
1996-11,5.5,5.4,4.3,5.2,5.6,8.4,10,8.23
1996-12,0.2,0.1,0,0,0,0,0,8.9
1997-1,1.3,1,1.1,0.8,1.3,1.5,0.7,8.92
1997-2,5,5.8,5.7,5.2,6.9,9.1,7.5,8.28
1997-3,60.5,53.8,41.7,51,54.1,44.8,41,8.15
1997-4,22.8,27.4,30.2,22.2,21,12.6,28.2,8.14
1997-5,9.3,4.9,15.4,10.5,10,7.1,3.3,8.14
1997-6,13.7,16.1,48.9,21.3,27.7,55.4,39.7,8.13
1997-7,66.3,88.1,78.7,80.9,59.4,54.2,123.5,8.12
1997-8,31,45.4,32.6,17.5,65.8,40.4,21.1,8.21
1997-9,39.6,37.7,45.1,31.4,48,74.9,56.2,8.35
1997-10,4.9,8.1,3.1,2,10.7,8,3.8,8.72
1997-11,13.7,12.8,11.8,7.8,8.3,16.8,15.6,8.66
1997-12,1.2,1.4,1.4,0.1,0.3,0.7,0.3,8.88
1998-1,8.3,4.7,5.2,3,2.9,3.3,1.3,8.36
1998-2,7,6.6,6.1,5.3,7.2,5.1,3,8.59
1998-3,9.6,7,14.7,13,5.4,5.8,9.1,8.6
1998-4,20.5,19,8.8,4.5,35.9,32.4,15.8,8.31
1998-5,60.3,58.8,70.2,66.7,81.4,82.3,85.2,8.29
1998-6,9.3,23.7,57.5,63.4,21.4,63,57.9,8.09
1998-7,145.2,168,166.2,216.1,116.8,157.5,217.6,8.08
1998-8,80.5,73.4,78.6,89,48.9,109.6,110.8,8.19
1998-9,30.7,6.1,10.5,11.6,12.6,20.9,9.7,8.47
1998-10,9.2,9.3,28.2,16,19.3,12.7,12.4,8.41
1998-11,0,0,0,0,0,0,0,8.24
1998-12,0.4,0.5,0.4,0,0.1,0.2,0,8.56
1999-1,0,0,0,0,0,0,0,8.14
1999-2,0,0,0,0,0,0,0,8.38
1999-3,2.4,1.5,3.2,1,2.3,3.8,6.2,8.01
1999-4,5.9,9,6.9,10.5,5.1,13.1,16.9,8.12
1999-5,51.1,29.4,31.9,41,27.6,28.7,16.2,8.53
1999-6,57.7,41,41.3,24.5,59.6,59,67.7,8.49
1999-7,55.5,45.7,55.5,59.7,53.2,54.9,129.7,7.45
1999-8,217.3,203.5,249.4,234.7,166,89.6,98,6.91
1999-9,38.6,46.7,29.4,49.9,28.6,33.3,43.6,7.64
1999-10,22.4,26.6,19.2,14.2,20.7,20.6,21.8,7.32
1999-11,5,5.8,7.1,5.3,6.1,6.7,7.4,7.25
1999-12,0,0,0.1,0.3,0,1.1,2,7.85
2000-1,23.2,15.8,18.1,21.4,8.5,7.2,8.1,7.64
2000-2,0.1,0.1,0,0.2,0.3,1.2,2.3,7.97
2000-3,0.7,0,0.9,2.2,0,0,0.1,7.78
2000-4,2.6,2.7,3.9,3.7,5.4,5.7,6.8,7.84
2000-5,13,7.4,7,10.4,5.4,6.5,9.1,7.32
2000-6,73.7,70.2,44.6,54.8,68.2,65.8,51.8,7.43
2000-7,195.2,217,199.7,75,198.2,176.7,186.6,6.81
2000-8,121.4,77.6,85.1,53.5,67.8,70.5,34.1,7.37
2000-9,70.4,52,76.4,39.7,51.3,110.9,46,7.64
2000-10,64,63.4,50.6,52.6,77.1,74.8,68.5,7.65
2000-11,10.5,11.3,6.5,8.7,11,11.9,18.1,7.57
2000-12,0,0,0,0.1,0,0.4,0,7.92
2001-1,15.7,14.6,14.6,11.5,15.9,11.1,10.3,7.67
2001-2,8.5,6.2,9.7,4,6.1,6.4,7,7.77
2001-3,1.4,1,5.8,4.8,1,1.5,2.4,7.5
2001-4,15.1,10.7,17.1,10.4,5.5,7.5,7.6,7.06
2001-5,10.7,10.7,11.8,17.1,7.8,25.7,17.6,6.74
2001-6,65.4,102.1,46.6,35.6,43,100.8,87.2,6.82
2001-7,124.8,101.1,157.5,100,128,140.2,191.4,6.44
2001-8,64.7,47.5,62.9,50.2,50.7,107.8,111.7,6.91
2001-9,43.9,46.7,69.4,55.5,36.9,79.9,60.3,6.74
2001-10,14.6,18.2,17.9,16.2,19.7,23.2,37,6.84
2001-11,8.5,8.1,9.1,9.8,6.2,9.8,10,6.64
2001-12,3.9,3.4,3.9,3.3,5,3.9,4,7.09
2002-1,0.5,0.3,0.7,1.4,1.2,2,1.5,7.06
2002-2,0,0,0,0.3,0,0.6,1.4,7.01
2002-3,3.9,7.3,5.2,5.3,8.8,7.1,10.3,6.21
2002-4,16,16.6,16.6,15.5,15.2,26,30.1,6.4
2002-5,76.3,48.6,48.8,57.4,53,77.3,30.3,6.57
2002-6,95.8,117.5,131.4,130,111,217.5,114.6,5.97
2002-7,119.6,121.5,95,104.2,128.7,162,136.1,6.03
2002-8,45.5,59.8,43,30.6,38.4,44,76.5,5.81
2002-9,105.3,102.1,130.2,134.2,92.3,113.6,84.3,6.43
2002-10,47.1,46.2,36.7,36.5,49.5,30.2,26.3,6.87
2002-11,0,0,0,0,0,0,0,6.82
2002-12,25.3,23.7,20.3,16.2,24,17.4,17.7,6.86
2003-1,4.2,4.2,4.1,4.3,5.1,2.4,4.3,6.85
2003-2,6.6,6.1,5.4,6,4.9,6.1,3.8,6.67
2003-3,20.3,17.6,20.2,17.4,16.6,17.6,15.6,6.74
2003-4,44.7,41.9,32.8,40.8,40.6,35.9,29.6,6.47
2003-5,28.3,23.1,22.7,26.8,32.3,40.7,23.5,6.37
2003-6,43.3,42.1,77.7,97.3,63,77.2,118.2,6.47
2003-7,77,105.2,83.7,127.2,116.8,133.6,174.6,6.33
2003-8,88.8,99.1,124.8,103,78.8,141.2,159.1,6.06
2003-9,67.9,68.8,69.6,78.1,80.3,83.6,83.8,6.07
2003-10,81.2,73.6,60,53.9,50.3,68.9,61.7,6.72
2003-11,37.3,35.9,41.4,36.5,15.2,21.1,23.3,6.78
2003-12,0,0,0.1,0.2,0,0,0.4,6.56
2004-1,2.6,1.4,2.2,2.1,2.3,4.1,3.6,6.52
2004-2,17.9,15.2,16.2,12.5,13.7,9.9,12.7,6.37
2004-3,2.9,2.3,3.3,8.2,6,7.5,4.3,6.43
2004-4,26.6,22.4,22.7,16,19.3,18.4,16.4,6.45
2004-5,18.8,26.8,16.9,18.3,31,37.9,33.1,6.45
2004-6,102.2,90.4,114.1,88.9,93.8,82.5,65.7,5.79
2004-7,136.7,140.6,132.1,146.5,177.1,153.2,124.9,5.6
2004-8,101.8,75.5,147.8,85.2,81.9,56.4,65.5,6.3
2004-9,35.8,39.2,36.1,34.1,57.8,45,40.5,6.99
2004-10,5.9,5.9,8.3,9.1,3,2,2.9,7.05
2004-11,6.9,4.4,5.7,5.4,5.5,6.7,6,6.49
2004-12,12.6,11.5,11.9,4.5,8.6,5.8,9,6.54
2005-1,3.3,4,4.6,3.1,1.5,0.5,0,6.26
2005-2,14.3,10.5,10.4,6.2,12.9,9.6,7.9,6
2005-3,2.7,2.1,0,1.1,1.8,0.6,1.8,6.15
2005-4,11.4,9.8,13.7,11.6,11.4,10.9,19.5,6.54
2005-5,44.9,46.9,43.8,36.8,90.4,61.3,76.7,5.8
2005-6,45.3,25,37.8,61.1,29.8,25.6,39.5,6.21
2005-7,137.3,105.5,101.3,74.8,101.5,130,115.5,5.96
2005-8,171.7,133.6,120.1,138.1,154.7,144.6,138.6,5.86
2005-9,114.2,95.3,108.5,101.1,107.4,99.9,92,5.79
2005-10,6.7,5.7,8.2,6.8,10.3,13.7,20.5,6.1
2005-11,0,0,0,0,0,1.8,4,6.53
2005-12,0.1,0.1,0.2,0.9,0.9,0.2,0.8,6.34
2006-1,4.4,4.1,2.9,3.8,5.4,3.2,3.2,6.24
2006-2,4,3.3,3.2,3.1,5.2,5.5,6.5,6.15
2006-3,0,0,0,0,0,0.3,0,5.54
2006-4,27.3,20.3,34.8,37.3,25.7,22.9,25.5,5.1
2006-5,97.7,86.2,93,71.9,131.3,87.1,68.4,5.42
2006-6,65.3,48.8,47.8,39,100,166.2,81.4,5.55
2006-7,137.9,154.3,180.2,55.8,101.7,65.7,72.4,5.05
2006-8,258.3,303.3,163,150.4,205.7,175.9,162.9,5.42
2006-9,13.7,11.8,35.5,25.4,21.2,28.5,34.9,5.92
2006-10,13.5,1.2,3.8,5.1,0.2,0.9,1,5.91
2006-11,21.6,25,18.1,14.6,16.1,19.9,16.5,6.64
2006-12,2,1.6,2,2,2.2,1.8,4,6.58
2007-1,0.1,0,0,0,0,0,0.2,6.77
2007-2,14.6,9.8,17.6,12.9,11.3,10.2,7.8,6.75
2007-3,43.7,38.1,42.4,33.5,37.1,36.3,32,6.57
2007-4,33.3,33.5,27.9,21.6,21.1,25.9,25.4,5.94
2007-5,43.8,36.3,67,60.8,24.4,25.4,30.6,5.52
2007-6,88.5,70.9,126.1,65.9,61.5,84.9,77.7,5.61
2007-7,161.3,80,122.8,106.6,97.2,68.1,132,5.76
2007-8,66.1,46.3,85.3,84,67.7,112,72.4,6
2007-9,60.7,70.3,73.3,66.1,136.8,73.9,112.3,6.1
2007-10,66.6,58,86,75.9,55.3,57.7,44,6.95
2007-11,0.1,0.9,0.3,0,1,0,0.2,6.83
2007-12,2,2.8,1.9,1.3,2.1,1.5,3.4,7.63
2008-1,8.6,5.5,8.4,4.5,7.3,8.1,5.4,6.15
2008-2,3.9,2.6,3.8,3.5,3.8,3.7,5,6.58
2008-3,14.4,13,14.3,16.6,12.3,8,11.5,6.26
2008-4,66.9,69.1,69.2,70,56.6,52.8,49,6.34
2008-5,50.7,36,40.7,29.8,18.8,49.7,33.1,6.53
2008-6,79.2,67.2,57,67.3,67.7,66.6,59.7,6.81
2008-7,90.5,122.8,117.4,59.3,75.3,118.4,46.4,7.69
2008-8,122.2,164.8,155.5,77,148,68.4,52.7,7.34
2008-9,54.7,52,63.7,55.1,47.4,59.2,61.5,7.34
2008-10,19,20,16.4,13,28,12,8.1,7.21
2008-11,0,0.1,0,0.3,0,0.5,0.6,7.45
2008-12,0,0,0,0,0,0.2,0,6.99
2009-1,0,0,0,0,0,0,0,6.87
2009-2,9,7.5,6.8,10.6,11.6,14.4,19.5,6.52
2009-3,1.9,1.9,4.1,5.6,5,8,10.6,6.96
2009-4,11.9,10.9,8.7,9.8,8,6.3,5,7.14
2009-5,67.9,70.2,46.3,61.2,74,66.2,75.9,6.6
2009-6,38.9,39,48.5,21.3,34.9,48.5,29.4,6.45
2009-7,158,136.8,132.5,146.2,119.9,111.5,127.4,6.95
2009-8,185.7,198.8,144.1,143.2,179.6,119.2,145.5,6.93
2009-9,120.6,107.7,118.1,96.5,91.8,96.6,76.9,5.51
2009-10,19.3,18.4,28.6,21.9,18.8,20.2,21.3,7.6
2009-11,66.9,61.5,49.9,40.6,60.4,50.3,44.5,8.21
2009-12,1,1.1,1,2.8,2.1,3.4,4.9,8.04
2010-1,1.2,0.6,0.9,0,0.2,0.5,1.2,7.5
2010-2,14.5,12,14.2,8.2,16,15.1,10.6,7.87
2010-3,9.9,7,10.5,6.8,5.9,5.9,7.5,6.83
2010-4,31.7,29.7,31.7,27.2,28.3,31.1,21.6,7.12
2010-5,30.1,28.3,48.1,36.4,27.4,42.2,39.6,6.84
2010-6,12,14.3,33.5,14.8,16.6,26.9,19.7,6.65
2010-7,21.8,48,57.8,50.5,67.6,86.9,83.3,6.99
2010-8,168.9,148.6,202.4,173.3,147.7,239.1,249.6,6.76
2010-9,80.5,94.7,62.1,48.7,82.1,85,70.8,7.31
2010-10,9.8,9.9,23.5,14.3,8.1,5.3,10.5,7.42
2010-11,0,0,0,0,1.5,2.5,2,6.19
2010-12,0.8,1.6,0.8,0,1.6,0.1,0.7,6.59
2011-1,0.9,0.5,0.8,0.9,0.4,1.6,1.5,6.94
2011-2,9,8,11.8,8.8,11.4,10.4,11.2,7.29
2011-3,0.1,0,1.8,3.7,0,2.1,2.6,6.91
2011-4,10,11.3,9.4,8.1,8.9,8.8,6.2,6.31
2011-5,37.4,26.7,42.9,39.7,29.6,48,51.2,6.25
2011-6,86.2,76.8,99,85.5,72.5,86.1,89.1,9.21
2011-7,250.9,196.6,190.7,170.1,116.3,191.9,271.9,5.84
2011-8,87.4,106.8,105.8,108.5,138.1,95,106.5,5.24
2011-9,120.1,115.5,124.3,117.6,106.8,89.5,121.1,6.07
2011-10,45.8,39.4,41,50.8,34.2,27,26,6.24
2011-11,47.5,47.5,42.8,41.3,43.1,42.9,49.5,7.24
2011-12,0.2,0.3,0.8,0.2,1.1,0.4,1.1,7.22
2012-1,2.8,2.6,3.5,1.8,5.2,6.4,2.8,7.41
2012-2,0,0,0,0.1,0,0.8,0.6,7.44
2012-3,9.4,10.4,11.4,14,16.7,12.1,10.3,7.33
2012-4,30.4,45,41.8,51.3,45.8,39.3,46,7.42
2012-5,12.4,23.5,35.2,26.8,19.8,18,12,7.1
2012-6,86.4,63.9,91.9,54.5,96.9,76.1,70.4,6.53
2012-7,205.2,225.9,175,240.5,242.2,157.6,185.4,6.87
2012-8,43.8,45,64,53.8,82.2,95.7,65.7,6.2
2012-9,72.4,92.6,75.9,96.6,47.1,52.2,45.2,7.47
2012-10,8.4,7.3,9,15.9,13.3,14.6,19.6,7.6
2012-11,8.9,10.2,8.7,12.6,9.2,12.5,16.1,7.83
2012-12,7.8,5.8,6.5,6.8,4.4,3,6.5,7.43
2013-1,5.9,5.3,4.7,5.8,5.2,4.1,3.3,8.45
2013-2,2.5,3.9,2.8,3.1,7.6,6.7,8.8,8.2
2013-3,1.1,1.2,0.2,0.5,0.9,4,5,7.13
2013-4,35.5,38.3,25.9,41.1,45.6,27.9,25.2,5.96
2013-5,31.7,21.3,17.9,15.6,19.2,53,24,6.24
2013-6,95.2,116.9,108.8,86.6,115.2,72.7,80.1,6.56
2013-7,237.2,207.5,261.2,183.1,254.6,250.6,308,6.49
2013-8,105.1,121.9,128,68.5,43.1,25.4,67.4,6.78
2013-9,99.4,89.7,134.8,130.4,93.2,106.3,74.1,6.2
2013-10,24.7,28.3,24.5,17.9,23.2,22.7,20.5,6.55
2013-11,4.7,3.5,8.6,6.7,8.4,8.7,8.5,6.91
2013-12,0,0,0,0.1,0.4,0.4,0.2,7.16
2014-1,0,0,0,0,0,0,0,6.51
2014-2,8.1,6.2,7.7,10.1,8.8,11.2,17.9,7.11
2014-3,6,5.4,4.3,9.3,1.9,3.1,6.5,6.8
2014-4,29.7,43.7,27.1,14.5,41.1,51.9,56,6.63
2014-5,13.9,18.3,20.3,25.1,21.9,19.4,22.4,6.29
2014-6,39.3,28.7,34,35.8,89.8,64.5,52.1,6.37
2014-7,76.8,230.4,176.4,141.5,125.8,128,168.8,7.25
2014-8,63.5,83.2,49.4,48.9,145.5,124.7,88.7,7
2014-9,88.4,97,86.3,99.6,112.8,104.2,93.4,6.74
2014-10,17.6,19.8,23.3,19.9,13.6,6.4,11.7,7.64
2014-11,4.1,5.6,2.9,4.7,4.8,2.6,5.1,6.74
2014-12,0,0,0,0,0,0,0.1,6.61
2015-1,2.6,2.8,1.5,2.6,3.7,2.4,3,6.91
2015-2,9.8,9.2,11.2,13.7,10.2,4.6,10.2,6.46
2015-3,4.6,3.4,2,0.4,1.9,1.9,0.8,6.58
2015-4,26.4,29.9,38.1,33.3,32,41.1,33.6,7.11
2015-5,54.1,66.1,53.8,65.9,73.8,82.1,62.8,7.1
2015-6,69.1,39.6,66.1,51.8,24,57.1,52.4,7.61
2015-7,48.2,35.3,47.1,40.5,67.9,63.1,136.4,7.62
2015-8,140.1,138.1,145.8,143.2,213.4,82.5,59.4,6.72
2015-9,92.4,128.5,99.9,81.9,133.2,76.7,79.6,6.59
2015-10,26.3,21.3,29.2,34.2,12.6,17.8,25,5.97
2015-11,39.5,43.9,37.2,36.2,51.9,39.2,52.5,6.2
2015-12,1.3,1,1.7,3.2,1,1.2,2.1,6.57
2016-1,1.3,2.5,2.9,1.7,3.3,1.8,2.5,6.77
2016-2,4.9,8.6,8.1,5.7,10.6,11.5,8.7,7.14
2016-3,2.7,6,4.2,9.4,6.7,6.6,2.3,6.61
2016-4,37.7,39.6,55.3,47.8,40.7,48.8,20.4,6.49
2016-5,27,21.6,16.3,22.6,22.2,33,45,7.02
2016-6,95.8,70.9,122.4,63.1,67.2,98.6,75,7.35
2016-7,378.9,428.1,329.5,195.7,312.5,231.9,218.8,7.84
2016-8,72.7,52,130.8,69.7,115.4,199.5,162,7.4
2016-9,66.7,20.2,69,18.1,19.9,29.7,47,7.78
2016-10,78.5,79.8,82.8,93.5,70.3,65.8,88.7,8.23
2016-11,4.9,4.1,4.6,5.2,8.4,8.3,8.8,7.57
2016-12,6.6,7.7,9.3,9.3,25.5,11.4,14.5,6.61
2017-1,2.8,2.4,5.2,3,3.6,2.2,2,7.48
2017-2,2.6,3.6,5.2,6.2,4.3,6.4,4.6,7.72
2017-3,5.3,7.3,11.5,10.2,2.1,4.9,5.4,7.48
2017-4,13.5,17.1,24.6,22.3,25.3,24.9,42.7,7.26
2017-5,41.8,52.2,28.8,22,77.7,40.4,46,6.86
2017-6,72.9,71.9,79.5,64.1,102,169,106.4,7.23
2017-7,167.9,195.6,83.1,157,209.3,337.5,183.7,7.2
2017-8,84.7,101.7,96.9,106.4,176.3,88.9,79,7.67
2017-9,10.4,3.3,4,3.4,5,1.1,2.8,7.62
2017-10,174.9,148.6,165.7,171.3,148.6,132.9,127.8,6.75
2017-11,0.9,4.1,2,0,2.5,0.4,0,7.68
2017-12,1,1.5,1,2,1.3,0.6,2.2,7.52
2018-1,0.3,1.3,1.9,2.4,1,3.7,4.1,8
2018-2,0,0,0,0,0,0.1,0.3,7.29
2018-3,6.1,7.4,6.1,9,24.2,11,7.1,7.41
2018-4,39.4,31.3,43.1,31.3,37.5,26.9,22.2,7.57
2018-5,64.9,74,75.1,74.7,61,51,68.6,7.26
2018-6,49.6,39.9,46.4,29.9,41.1,58.2,67.1,7.43
2018-7,83.6,169.7,141.3,169.1,132,96.6,170.5,7.59
2018-8,99.3,115.5,149.2,97,115.8,103,40.5,6.24
2018-9,78.8,39.4,27.2,48.3,47.5,48.3,100.9,6.57
2018-10,4.9,4.9,0.1,11.2,1.1,1.3,2.5,6.89
2018-11,6.1,6.1,5.1,6.8,6.9,9.8,13.1,7.55
2018-12,1.1,1.4,0.2,0.7,2.5,0.4,1,7.56
2019-1,0,0,0,0.4,0,1.8,1.5,6.66
2019-2,5.2,3.3,5.5,5.6,3.8,7.5,7.9,7.32
2019-3,0.1,1.8,0.6,2.4,0.2,0.5,0.6,7.49
2019-4,54.4,86.9,63.6,60.5,97.9,58.3,59.9,6.58
2019-5,0,0,1.3,3.5,2.7,3.1,2.7,7.61
2019-6,61.8,41.6,56.5,57,39.8,67.1,45.3,6.72
2019-7,87.2,99.2,77.6,86.3,144.2,166.3,77.1,7.47
2019-8,23.5,38.3,36,32.6,30.6,37.7,124.7,7.47
2019-9,51.2,49.2,59.2,64.7,52.8,66.8,56,6.89
2019-10,34.6,36.3,56.3,68.7,63.4,41.2,48.1,7
2019-11,5.1,4.5,4.7,4.1,6.5,4.4,4.1,7.4
2019-12,1.5,2,1.7,1.4,2.4,0.9,1.9,7.6
